PET,TEXT,text_name,condition,domain,Sent_id,keystrokes,time,productivity (chr/s),num_major,num_minor,num_characters,highlight_ratio,prc_sugg_accepted,tags_edited,prc_crit_err_fixed,How difficult to translate was the source text?,How good was the quality of MT?,How useful were the error annotations? ,How accurate were the error annotations? ,How useful were the translation suggestions? ,How accurate were the translation suggestions? ,MT_DA,MT_spans,MT_severity,HT_DA,HT_spans,HT_severity
2,Text 5,news_scotsman.87462,3,news,7,167,69.378,1.1816,0,4,220,0.2727,N/A,'dat het een betaalbare'; 'aanbiedt'; 'belangrijk is dat'; 'intact blijft',1,Somewhat difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan,25,"['belangrijkste ', 'traktatie ', 'niet onder druk']","['Minor', 'Major', 'Major']",100,[],[]
2,Text 6,doc18,3,medical,1,74,88.598,1.8825,1,1,195,0.0974,N/A,'De specificatie'; 'niet',1,Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan,33,"['niet ', 'uitkomst ']","['Major', 'Minor']",80,"['lange-termijnbehandeling', 'uitkomst']","['Minor', 'Minor']"
2,Text 6,doc18,3,medical,2,107,105.296,1.8825,0,0,198,0,N/A,,1,Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan,50,"['MISSING', 'de cognitieve uitkomsten']","['Major', 'Major']",80,['uitkomsten '],['Minor']
2,Text 6,doc18,3,medical,3,215,182.063,1.8825,0,7,467,0.2784,N/A,"'VPT-prematuren,'; 'gestational age < 32 weken'; '1500 g,'; 'er werd onderzoek gedaan naar'",1,Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan,66,"['VPT-prematuren', 'gestational age', 'basisgegevens van pasgeborenen']","['Minor', 'Minor', 'Minor']",75,"['van < 32 weken', 'MISSING', 'met geboortegewicht', 'over ']","['Minor', 'Minor', 'Minor', 'Minor']"
2,Text 6,doc18,3,medical,4,184,76.266,1.8825,0,3,86,0.3256,N/A,'VPT-geboren'; 'termijncontroles.',1,Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan,50,"['5-jarige zuigelingen', 'VPT-geboren waren']","['Major', 'Minor']",60,['controles die in 34 termijnen waren uitgevoerd'],['Minor']
2,Text 6,doc18,3,medical,5,83,55.688,1.8825,0,5,162,0.2099,N/A,'zuigelingen'; 'VPT'; 'termijncontroles',1,Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan,50,['5-jarige zuigelingen die VPT geboren waren'],['Major'],75,"['termijncontroles', 'enSES']","['Minor', 'Minor']"
2,Text 6,doc18,3,medical,6,40,51.053,1.8825,0,2,94,0.4787,N/A,'geboortecomplicaties verklaarden',1,Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan,100,[],[],100,[],[]
2,Text 6,doc18,3,medical,7,173,125.552,1.8825,0,4,117,0.4188,N/A,'voorspellend'; 'uitkomst werd meestal onderschat.',0.5,Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan,90,['0.6'],['Minor'],100,[],[]
2,Text 7,news_seattle_times.799809,4,news,1,93,36.059,2.4515,0,2,46,0.5217,0,'Geef'; 'WA opnieuw toezicht.',0.5,Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate,50,"['Geef ', ' opnieuw toezicht.', 'WA ']","['Major', 'Minor', 'Minor']",100,[],[]
2,Text 7,news_seattle_times.799809,4,news,2,134,60.728,2.4515,0,2,82,0.4878,50,'kampt'; 'een crisis van overlijdensgevallen.',0.5,Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate,60,['crisis van overlijdensgevallen'],['Minor'],100,[],[]
2,Text 7,news_seattle_times.799809,4,news,3,146,93.968,2.4515,0,1,295,0.0339,0,'wetgevende',0.5,Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate,90,[],[],100,[],[]
2,Text 7,news_seattle_times.799809,4,news,4,64,41.005,2.4515,0,3,162,0.1543,33.33,'gevangenisdoden omkeren',0.5,Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate,80,['beleidsbeslissingen'],['Minor'],90,['kampen vragen'],['Minor']
2,Text 7,news_seattle_times.799809,4,news,5,70,28.219,2.4515,0,0,112,0,N/A,,0.5,Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate,100,[],[],100,[],[]
2,Text 7,news_seattle_times.799809,4,news,6,256,126.733,2.4515,0,2,304,0.1118,50,'communiceren'; 'mensen worden verwond.',0.5,Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate,75,"['uit de eerste hand ', 'communiceren ', 'worden verwond']","['Minor', 'Minor', 'Minor']",100,[],[]
2,Text 7,news_seattle_times.799809,4,news,7,387,159.58,2.4515,0,5,303,0.1782,0,"'bureau'; 'toezicht op'; 'gevangenissen, op basis van gegevens.'",0.5,Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate,80,"['het publiek', 'op basis van gegevens.']","['Minor', 'Minor']",100,[],[]
2,Text 7,news_seattle_times.799809,4,news,8,199,91.341,2.4515,0,0,275,0,N/A,,0.5,Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate,80,"['herkende ', ' te bieden']","['Minor', 'Minor']",100,[],[]
2,Text 8,doc20,4,medical,1,2,7.605,2.4246,0,0,81,0,N/A,,0.5,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate,100,[],[],100,[],[]
2,Text 8,doc20,4,medical,2,92,37.221,2.4246,0,3,102,0.1863,66.67,'is'; 'apparatuurkosten.',0.5,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate,100,[],[],100,[],[]
2,Text 8,doc20,4,medical,3,43,55.943,2.4246,0,1,128,0.1328,100,'kwaliteitsborging',0.5,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate,66,['groei van deze '],['Major'],100,[],[]
2,Text 8,doc20,4,medical,4,95,64.529,2.4246,0,0,143,0,N/A,,0.5,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate,100,[],[],100,[],[]
2,Text 8,doc20,4,medical,5,81,48.148,2.4246,0,0,132,0,N/A,,0.5,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate,66,['waarden en leerbehoeften van studenten '],['Major'],100,[],[]
2,Text 8,doc20,4,medical,6,40,37.267,2.4246,0,2,111,0.0811,100,'De'; 'sleutel',0.5,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate,66,"['sleutel uitdaging', 'medische didactiek']","['Minor', 'Minor']",66,['medische didactiek'],['Minor']
2,Text 8,doc20,4,medical,7,59,43.31,2.4246,0,4,95,0.3158,100,"'doen zich'; 'voor,'; 'praktijken'; 'armere'",0.5,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate,33,['medische praktijken'],['Major'],66,"['Er worden extra uitdagingen ondervonden, ']",['Minor']
2,Text 8,doc20,4,medical,8,91,36.301,2.4246,0,0,60,0,N/A,,0.5,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate,100,[],[],100,[],[]
2,Text 8,doc20,4,medical,9,156,74.287,2.4246,0,7,212,0.4292,14.29,"'Als'; 'EMPoCUS-vaardigheden onder de knie zijn,'; 'de'; 'behandelen'",0.5,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate,51,"['onder de knie zijn', 'artsen in noodsituaties']","['Minor', 'Major']",33,"['noodartsen ', 'moeten ']","['Minor', 'Minor']"
2,Text 8,doc20,4,medical,10,217,126.159,2.4246,0,0,293,0,N/A,,0.5,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate,66,['variabele controle'],['Minor'],100,[],[]
3,Text 1,news_seattle_times.799809,1,news,1,62,29.822,2.4875,0,0,46,0,N/A,,0.5,Somewhat difficult,Fair,nan,nan,nan,nan,50,"['Geef ', ' opnieuw toezicht.', 'WA ']","['Major', 'Minor', 'Minor']",90,['in '],['Minor']
3,Text 1,news_seattle_times.799809,1,news,2,0,0,2.4875,0,0,82,0,N/A,,0.5,Somewhat difficult,Fair,nan,nan,nan,nan,60,['crisis van overlijdensgevallen'],['Minor'],60,['crisis van overlijdensgevallen'],['Minor']
3,Text 1,news_seattle_times.799809,1,news,3,30,78.137,2.4875,0,0,295,0,N/A,,0.5,Somewhat difficult,Fair,nan,nan,nan,nan,90,[],[],90,['taakgroep '],['Minor']
3,Text 1,news_seattle_times.799809,1,news,4,55,89.205,2.4875,0,0,162,0,N/A,,0.5,Somewhat difficult,Fair,nan,nan,nan,nan,80,['beleidsbeslissingen'],['Minor'],80,"['beleidsbeslissingen ', 'geconfronteerd op te lossen']","['Minor', 'Minor']"
3,Text 1,news_seattle_times.799809,1,news,5,11,41.883,2.4875,0,0,112,0,N/A,,0.5,Somewhat difficult,Fair,nan,nan,nan,nan,100,[],[],100,[],[]
3,Text 1,news_seattle_times.799809,1,news,6,72,99.264,2.4875,0,0,304,0,N/A,,0.5,Somewhat difficult,Fair,nan,nan,nan,nan,75,"['uit de eerste hand ', 'communiceren ', 'worden verwond']","['Minor', 'Minor', 'Minor']",100,[],[]
3,Text 1,news_seattle_times.799809,1,news,7,89,87.614,2.4875,0,0,303,0,N/A,,0.5,Somewhat difficult,Fair,nan,nan,nan,nan,80,"['het publiek', 'op basis van gegevens.']","['Minor', 'Minor']",90,"['het publiek', 'die verband houden met gevangenissen']","['Minor', 'Minor']"
3,Text 1,news_seattle_times.799809,1,news,8,30,43.333,2.4875,0,0,275,0,N/A,,0.5,Somewhat difficult,Fair,nan,nan,nan,nan,80,"['herkende ', ' te bieden']","['Minor', 'Minor']",100,"['taakgroep ', 'te bieden']","['Minor', 'Minor']"
3,Text 2,doc20,1,medical,1,77,85.195,1.7643,0,0,81,0,N/A,,0.5,Neutral,Good,nan,nan,nan,nan,100,[],[],100,[],[]
3,Text 2,doc20,1,medical,4,31,23.068,1.7643,0,0,143,0,N/A,,0.5,Neutral,Good,nan,nan,nan,nan,100,[],[],100,[],[]
3,Text 2,doc20,1,medical,6,16,25.926,1.7643,0,0,111,0,N/A,,0.5,Neutral,Good,nan,nan,nan,nan,66,['groei van deze '],['Major'],100,[],[]
3,Text 2,doc20,1,medical,7,13,33.442,1.7643,0,0,95,0,N/A,,0.5,Neutral,Good,nan,nan,nan,nan,100,[],[],66,['groei van deze '],['Major']
3,Text 2,doc20,1,medical,9,32,61.866,1.7643,0,0,212,0,N/A,,0.5,Neutral,Good,nan,nan,nan,nan,66,['waarden en leerbehoeften van studenten '],['Major'],66,['overbruggen is'],['Minor']
3,Text 2,doc20,1,medical,10,49,63.145,1.7643,0,0,293,0,N/A,,0.5,Neutral,Good,nan,nan,nan,nan,66,"['sleutel uitdaging', 'medische didactiek']","['Minor', 'Minor']",100,[],[]
3,Text 2,doc20,1,medical,2,0,0,1.7643,0,0,102,0,N/A,,0.5,Neutral,Good,nan,nan,nan,nan,33,['medische praktijken'],['Major'],66,['waarden en leerbehoeften van studenten '],['Major']
3,Text 2,doc20,1,medical,3,0,0,1.7643,0,0,128,0,N/A,,0.5,Neutral,Good,nan,nan,nan,nan,100,[],[],100,[],[]
3,Text 2,doc20,1,medical,5,0,0,1.7643,0,0,132,0,N/A,,0.5,Neutral,Good,nan,nan,nan,nan,51,"['onder de knie zijn', 'artsen in noodsituaties']","['Minor', 'Major']",66,['defini�ren'],['Minor']
3,Text 2,doc20,1,medical,8,0,0,1.7643,0,0,60,0,N/A,,0.5,Neutral,Good,nan,nan,nan,nan,66,['variabele controle'],['Minor'],100,[],[]
3,Text 3,news_seattle_times.800119,2,news,1,7,55.087,1.9092,0,2,51,0.0784,N/A,,1,Somewhat difficult,Fair,Neutral,Somewhat accurate,nan,nan,66,['u vliegt in een Boeing 737 MAX'],['Minor'],90,[' u vliegt'],['Minor']
3,Text 3,news_seattle_times.800119,2,news,2,1,14.135,1.9092,1,0,104,0.5577,N/A,'reizigers is het vliegtuigmodel een doorslaggevende factor',1,Somewhat difficult,Fair,Neutral,Somewhat accurate,nan,nan,0,['een '],['Major'],75,[],[]
3,Text 3,news_seattle_times.800119,2,news,3,36,61.947,1.9092,1,3,300,0.08,N/A,'park',1,Somewhat difficult,Fair,Neutral,Somewhat accurate,nan,nan,33,"['geparkeerd ', 'explosie van de romp', 'ze zullen nemen']","['Major', 'Minor', 'Minor']",75,"['van de romp', 'zullen nemen', 'modellen ']","['Minor', 'Minor', 'Minor']"
3,Text 3,news_seattle_times.800119,2,news,4,2,28.232,1.9092,2,0,86,0.1047,N/A,'niet',1,Somewhat difficult,Fair,Neutral,Somewhat accurate,nan,nan,100,[],[],90,"[',']",['Minor']
3,Text 3,news_seattle_times.800119,2,news,5,40,78.081,1.9092,1,1,190,0.1368,N/A,'vermelding is uitgebreid',1,Somewhat difficult,Fair,Neutral,Somewhat accurate,nan,nan,66,"['uitgebreid ', 'individuele ']","['Major', 'Minor']",100,[],[]
3,Text 3,news_seattle_times.800119,2,news,6,47,56.529,1.9092,0,2,193,0.2228,N/A,'percentage schadegevallen',1,Somewhat difficult,Fair,Neutral,Somewhat accurate,nan,nan,66,"['schadegevallen ', 'vertrekken ']","['Minor', 'Minor']",75,"['aandeel ', 'modellen ']","['Minor', 'Minor']"
3,Text 3,news_seattle_times.800119,2,news,7,9,45.296,1.9092,2,1,76,0.1842,N/A,'MAX lijn'; 'ratio',1,Somewhat difficult,Fair,Neutral,Somewhat accurate,nan,nan,66,"['lijn', 'al ']","['Major', 'Minor']",100,['aandeel '],['Minor']
3,Text 3,news_seattle_times.800119,2,news,8,19,37.489,1.9092,0,2,265,0.1245,N/A,'medewerker van de media',1,Somewhat difficult,Fair,Neutral,Somewhat accurate,nan,nan,66,"['haven van Seattle', 'zei ', 'apparatuur ']","['Major', 'Minor', 'Minor']",75,"['haven van Seattle', 'zei ', 'apparatuur ']","['Minor', 'Minor', 'Minor']"
3,Text 4,doc34,2,medical,1,14,18.825,2.4063,2,0,122,0.3115,N/A,'Kangoeroezorg is geen veilig',1,Somewhat easy,Good,Somewhat useful,Not accurate nor inaccurate,nan,nan,0,['geen '],['Major'],100,[],[]
3,Text 4,doc34,2,medical,2,12,25.765,2.4063,1,4,194,0.1907,N/A,,1,Somewhat easy,Good,Somewhat useful,Not accurate nor inaccurate,nan,nan,75,[],[],100,[],[]
3,Text 4,doc34,2,medical,3,11,6.94,2.4063,0,0,49,0,N/A,,1,Somewhat easy,Good,Somewhat useful,Not accurate nor inaccurate,nan,nan,100,[],[],100,[],[]
3,Text 4,doc34,2,medical,4,56,95.808,2.4063,0,5,304,0.1053,N/A,'tional age',1,Somewhat easy,Good,Somewhat useful,Not accurate nor inaccurate,nan,nan,50,"['gestational age', 'opgenomen. Hun moeders']","['Major', 'Minor']",50,['gestatieleeftijd '],['Major']
3,Text 4,doc34,2,medical,5,8,12.874,2.4063,1,4,139,0.295,N/A,'tot',1,Somewhat easy,Good,Somewhat useful,Not accurate nor inaccurate,nan,nan,100,[],[],100,[],[]
3,Text 4,doc34,2,medical,6,38,51.924,2.4063,1,0,116,0.1983,N/A,'volledig konden drinken',1,Somewhat easy,Good,Somewhat useful,Not accurate nor inaccurate,nan,nan,75,['bijgehouden '],['Minor'],90,['bijgehouden'],['Minor']
3,Text 4,doc34,2,medical,7,6,27.475,2.4063,0,4,204,0.1569,N/A,'Premature baby's'; ' ',1,Somewhat easy,Good,Somewhat useful,Not accurate nor inaccurate,nan,nan,50,"['bereikten ', '29,20 dagen', 'bereikten ', 'op ', 'op ']","['Minor', 'Major', 'Minor', 'Minor', 'Minor']",90,"['op', 'op']","['Minor', 'Minor']"
3,Text 4,doc34,2,medical,8,15,34.786,2.4063,0,7,162,0.3086,N/A,'gavagevoeding',1,Somewhat easy,Good,Somewhat useful,Not accurate nor inaccurate,nan,nan,50,['gavagevoeding '],['Major'],100,[],[]
3,Text 5,news_pa.5274,3,news,1,22,68.667,2.4472,0,2,92,0.2391,N/A,'keerpunt'; 'cryptovaluta's',0.5,Somewhat difficult,Fair,Somewhat useful,Somewhat accurate,nan,nan,75,['in een keerpunt'],['Minor'],66,['autoriteiten '],['Minor']
3,Text 5,news_pa.5274,3,news,2,65,159.127,2.4472,0,4,202,0.1238,N/A,"''We'; 'vandaag'; 'onderschreven','",0.5,Somewhat difficult,Fair,Somewhat useful,Somewhat accurate,nan,nan,75,"['notering en handel van', 'Bitcoin ', 'Bitcoin ']","['Minor', 'Minor', 'Minor']",100,[],[]
3,Text 5,news_pa.5274,3,news,3,9,38.018,2.4472,0,2,208,0.0673,N/A,' impliceerde',0.5,Somewhat difficult,Fair,Somewhat useful,Somewhat accurate,nan,nan,33,['impliceerde'],['Major'],90,['impliceerde '],['Minor']
3,Text 5,news_pa.5274,3,news,4,37,38.254,2.4472,0,0,256,0,N/A,,0.5,Somewhat difficult,Fair,Somewhat useful,Somewhat accurate,nan,nan,75,['financiële'],['Major'],90,"['financiële', 'authentieke ']","['Minor', 'Minor']"
3,Text 5,news_pa.5274,3,news,5,45,61.821,2.4472,0,2,223,0.0717,0,,0.5,Somewhat difficult,Fair,Somewhat useful,Somewhat accurate,nan,nan,50,"['geloven ', 'actief ']","['Minor', 'Major']",100,[],[]
3,Text 5,news_pa.5274,3,news,6,39,45.338,2.4472,0,6,523,0.1338,N/A,''Met'; 'oplossingsarm',0.5,Somewhat difficult,Fair,Somewhat useful,Somewhat accurate,nan,nan,33,"[""'Met de flagrant onwettige crypto-industrie die ten onder gaat door een berg aan arrestaties, strafrechtelijke veroordelingen, faillissementen, rechtszaken, schandalen, enorme verliezen en miljoenen investeerders en klanten die slachtoffer zijn geworden, had je niet gedacht"", 'Main Street Amerikanen', 'bekend ']","['Minor', 'Major', 'Minor']",50,"[""'Met de flagrant onwettige crypto-industrie die ten onder gaat door een berg aan arrestaties, strafrechtelijke veroordelingen, faillissementen, rechtszaken, schandalen, enorme verliezen en miljoenen investeerders en klanten die slachtoffer zijn geworden, had je niet gedacht"", ""'Met de flagrant onwettige crypto-industrie die ten onder gaat door een berg aan arrestaties, strafrechtelijke veroordelingen, faillissementen, rechtszaken, schandalen, enorme verliezen en miljoenen investeerders en klanten die slachtoffer zijn geworden, had je niet gedacht dat de SEC hen zou redden door een vertrouwd en bekend investeringsmiddel goed te keuren dat de massale marketing van een financieel product dat bekendstaat als waardeloos, volatiel en frauduleus naar de gewone Amerikanen mogelijk zal maken', zegt Kelleher. [MISSING]""]","['Minor', 'Minor']"
3,Text 6,doc13,3,medical,1,48,40.013,2.5121,0,2,104,0.2788,N/A,'In het licht van'; 'co-management',1,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan,100,[],[],100,[],[]
3,Text 6,doc13,3,medical,2,16,57.123,2.5121,0,1,174,0.0862,N/A,'traumapatiënten',1,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan,100,[],[],100,[],[]
3,Text 6,doc13,3,medical,3,21,89.242,2.5121,0,4,225,0.2178,N/A,,1,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan,75,['inheemse '],['Minor'],80,['reguliere '],['Minor']
3,Text 6,doc13,3,medical,4,44,37.518,2.5121,0,3,106,0.3962,N/A,'voor geriatrische patiënten.',1,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan,90,"[""pati�nten'met'"", 'met ']","['Minor', 'Minor']",80,"["" met 59 pati�nten'met'""]",['Minor']
3,Text 6,doc13,3,medical,5,24,61.28,2.5121,0,4,287,0.0871,N/A,,1,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan,75,"['meer ', 'overbrengbaarheid']","['Minor', 'Minor']",80,['overplaatsbaarheid '],['Minor']
3,Text 6,doc13,3,medical,6,37,86.672,2.5121,4,0,230,0.1174,N/A,' '; 'lengte'; 'de ziekenhuisopname',1,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan,90,['belangrijkste '],['Minor'],90,['belangrijkste '],['Minor']
3,Text 6,doc13,3,medical,7,49,36.388,2.5121,0,3,297,0.1414,N/A,'Orthogeriatrische'; 'prestaties bij overdracht',1,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan,75,"['Orthogeriatrische ', 'inheemse ']","['Minor', 'Minor']",75,"['reguliere ', 'overplaatsing ']","['Minor', 'Minor']"
3,Text 6,doc13,3,medical,8,37,32.29,2.5121,0,1,168,0.0595,N/A,'medebeheer',1,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan,75,['dergelijke medebeheer '],['Minor'],80,"['verdere ', 'van dergelijke']","['Minor', 'Minor']"
3,Text 7,news_scotsman.87462,4,news,1,54,168.199,1.262,0,2,111,0.2162,0,"'omworstelaars'; 'steak pies,'",1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate,33,"['omworstelaars', 'maar niet de prijzen']","['Major', 'Major']",100,[],[]
3,Text 7,news_scotsman.87462,4,news,2,57,95.618,1.262,0,5,206,0.1553,20,"'bakkers'; 'hoek,'; 'tijd'; 'zal doorvoeren'",1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate,50,['een keten van bakkers op de hoek'],['Major'],100,[],[]
3,Text 7,news_scotsman.87462,4,news,3,7,45.801,1.262,0,5,222,0.2883,0,,1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate,25,"['de ', 'de PA', ""'momenteel plannen zijn'"", ' prijzen aan de kassa ']","['Minor', 'Major', 'Major', 'Minor']",90,"['er�momenteel', 'prijzen aan de kassa']","['Minor', 'Minor']"
3,Text 7,news_scotsman.87462,4,news,4,69,48.284,1.262,0,5,133,0.3609,20,"'De'; '250-onderneming'; 'winkels op een netto basis,'; 'zijn'",1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate,75,['om klanten toegang tot zijn winkels te bieden'],['Minor'],100,[],[]
3,Text 7,news_scotsman.87462,4,news,5,7,26.421,1.262,0,2,118,0.1186,50,'op',1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate,66,['winkelparken'],['Minor'],90,[],[]
3,Text 7,news_scotsman.87462,4,news,6,70,99.917,1.262,0,2,258,0.1938,50,"'steakpudding heeft teruggebracht,'; 'kerstlunch-bagel.'",1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate,66,"['steakpudding ', 'chocolade-oranje muffin']","['Minor', 'Major']",90,['kerstassortimenten'],['Minor']
3,Text 7,news_scotsman.87462,4,news,7,12,49.464,1.262,0,4,220,0.2727,50,'belangrijk is dat'; 'intact blijft',1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate,25,"['belangrijkste ', 'traktatie ', 'niet onder druk']","['Minor', 'Major', 'Major']",80,"['traktatie ', ', en']","['Minor', 'Minor']"
3,Text 8,doc18,4,medical,1,21,58.442,1.6214,1,1,195,0.0974,50,'De specificatie'; 'niet',1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate,33,"['niet ', 'uitkomst ']","['Major', 'Minor']",80,"['zeer prematuur (very preterm; VPT) kinderen', 'uitkomst ']","['Minor', 'Minor']"
3,Text 8,doc18,4,medical,2,11,138.376,1.6214,0,0,198,0,N/A,,1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate,50,"['MISSING', 'de cognitieve uitkomsten']","['Major', 'Major']",70,"[' 5-jaars', 'uitkomsten ']","['Minor', 'Minor']"
3,Text 8,doc18,4,medical,3,40,209.201,1.6214,0,7,467,0.2784,42.86,"'VPT-prematuren,'; 'gestational age < 32 weken'; 'er werd onderzoek gedaan naar'; 'verwerkingscomposiet'; 'Kaufman-Assessment'",1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate,66,"['VPT-prematuren', 'gestational age', 'basisgegevens van pasgeborenen']","['Minor', 'Minor', 'Minor']",66,"['VPT-zuigelingen', 'gestatieleeftijd <32', 'op basisgegevens van pasgeborenen']","['Minor', 'Minor', 'Minor']"
3,Text 8,doc18,4,medical,4,91,122.503,1.6214,0,3,86,0.3256,0,'VPT-geboren'; 'termijncontroles.',1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate,50,"['5-jarige zuigelingen', 'VPT-geboren waren']","['Major', 'Minor']",95,['als controle'],['Minor']
3,Text 8,doc18,4,medical,5,11,83.048,1.6214,0,5,162,0.2099,60,'zuigelingen'; 'VPT'; 'termijncontroles',1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate,50,['5-jarige zuigelingen die VPT geboren waren'],['Major'],95,"['als controle, ']",['Minor']
3,Text 8,doc18,4,medical,6,0,13.852,1.6214,0,2,94,0.4787,0,,1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate,100,[],[],100,[],[]
3,Text 8,doc18,4,medical,7,0,0,1.6214,0,4,117,0.4188,0,,1,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate,90,['0.6'],['Minor'],100,[],[]
4,Text 1,news_scotsman.87462,1,news,1,141,79.31,1.5514,0,0,111,0,N/A,,1,Somewhat difficult,Good,nan,nan,nan,nan,33,"['omworstelaars', 'maar niet de prijzen']","['Major', 'Major']",100,[],[]
4,Text 1,news_scotsman.87462,1,news,2,74,106.138,1.5514,0,0,206,0,N/A,,1,Somewhat difficult,Good,nan,nan,nan,nan,50,['een keten van bakkers op de hoek'],['Major'],100,[],[]
4,Text 1,news_scotsman.87462,1,news,3,9,62.416,1.5514,0,0,222,0,N/A,,1,Somewhat difficult,Good,nan,nan,nan,nan,25,"['de ', 'de PA', ""'momenteel plannen zijn'"", ' prijzen aan de kassa ']","['Minor', 'Major', 'Major', 'Minor']",50,"['�momenteel plannen zijn�', 'prijzen aan de kassa ']","['Major', 'Minor']"
4,Text 1,news_scotsman.87462,1,news,4,63,49.456,1.5514,0,0,133,0,N/A,,1,Somewhat difficult,Good,nan,nan,nan,nan,75,['om klanten toegang tot zijn winkels te bieden'],['Minor'],100,[],[]
4,Text 1,news_scotsman.87462,1,news,5,37,45.767,1.5514,0,0,118,0,N/A,,1,Somewhat difficult,Good,nan,nan,nan,nan,66,['winkelparken'],['Minor'],100,[],[]
4,Text 1,news_scotsman.87462,1,news,6,87,112.965,1.5514,0,0,258,0,N/A,,1,Somewhat difficult,Good,nan,nan,nan,nan,66,"['steakpudding ', 'chocolade-oranje muffin']","['Minor', 'Major']",100,[],[]
4,Text 1,news_scotsman.87462,1,news,7,85,78.929,1.5514,0,0,220,0,N/A,,1,Somewhat difficult,Good,nan,nan,nan,nan,25,"['belangrijkste ', 'traktatie ', 'niet onder druk']","['Minor', 'Major', 'Major']",100,[],[]
4,Text 2,doc18,1,medical,1,4,36.864,1.1754,0,0,195,0,N/A,,1,Very difficult,Insufficient,nan,nan,nan,nan,33,"['niet ', 'uitkomst ']","['Major', 'Minor']",80,['uitkomst'],['Minor']
